// 中医药典
阿胶	e'jiao
售旗	shou'qi
售前	shou'qian
售券	shou'quan
售缺	shou'que
售纱	shou'sha
售蛇	shou'she
售书	shou'shu
售水	shou'shui
售锁	shou'suo
售完	shou'wan
售物	shou'wu
售鞋	shou'xie
售鸭	shou'ya
售烟	shou'yan
售药	shou'yao
售油	shou'you
售有	shou'you
售于	shou'yu
售鱼	shou'yu
售者	shou'zhe
售之	shou'zhi
售种	shou'zhong
售猪	shou'zhu
售罄	shou'qing
受案	shou'an
受拜	shou'bai
受保	shou'bao
受病	shou'bing
受不了	shou'bu'liao
受不起	shou'bu'qi
受不住	shou'bu'zhu
受残	shou'can
受测	shou'ce
受偿	shou'chang
受潮	shou'chao
受惩	shou'cheng
受冲击	shou'chong'ji
受宠	shou'chong
受宠若惊	shou'chong'eruo'jing
受挫	shou'cuo
受贷	shou'dai
受到	shou'dao
受敌	shou'di
受叮	shou'ding
受冻	shou'dong
受堵	shou'du
受饿	shou'e
受恩	shou'en
受罚	shou'fa
受方	shou'fang
受访	shou'fang
受粉	shou'fen
受封	shou'feng
受风	shou'feng
受风寒	shou'feng'han
受攻	shou'gong
受够	shou'gou
受雇	shou'gu
受惯	shou'guan
受害	shou'hai
受害人	shou'hai'eren
受害者	shou'hai'zhe
受寒	shou'han
受旱	shou'han
受话机	shou'hua'ji
受话器	shou'hua'qi
受话人	shou'hua'eren
受毁	shou'hui
受惠	shou'hui
受贿	shou'hui
受贿罪	shou'hui'zui
受祸	shou'huo
受击	shou'ji
受激	shou'ji
受挤	shou'ji
受检	shou'jian
受奖	shou'jiang
受降	shou'xiang
受降如受敌	shou'xiang'eru'shou'di
受教	shou'jiao
受戒	shou'jie
受浸	shou'jin
受尽	shou'jin
受惊	shou'jing
受精	shou'jing
受精卵	shou'jing'luan
受窘	shou'jiong
受救	shou'jiu
受捐	shou'juan
受卡	shou'qia
受看	shou'kan
受考	shou'kao
受控	shou'kong
受苦	shou'ku
受苦受难	shou'ku'shou'nan
受亏	shou'kui
受困	shou'kun
受涝	shou'lao
受累	shou'lei
受累	shou'lei
受冷	shou'leng
受理	shou'li
受礼	shou'li
受力	shou'li
受凉	shou'liang
受领	shou'ling
受戮	shou'lu
受骂	shou'ma
受命	shou'ming
受难	shou'nan
受难者	shou'nan'zhe
受虐	shou'nue
受虐狂	shou'nue'kuang
受派	shou'pai
受骗	shou'pian
受聘	shou'pin
受评	shou'ping
受欺	shou'qi
受气	shou'qi
受气包	shou'qi'bao
受气包儿	shou'qi'bao'er
受穷	shou'qiong
受屈	shou'qu
受权	shou'quan
受劝	shou'quan
受热	shou'ere
受人欢迎	shou'eren'huan'ying
受人影响	shou'eren'ying'xiang
受任	shou'eren
受辱	shou'eru
受伤	shou'shang
受赏	shou'shang
受上	shou'shang
受审	shou'shen
受蚀	shou'shi
受使	shou'shi
受试	shou'shi
受试者	shou'shi'zhe
受受罚	shou'shou'fa
受受苦	shou'shou'ku
受受累	shou'shou'lei
受受气	shou'shou'qi
受受训	shou'shou'xun
受受罪	shou'shou'zui
受诉	shou'su
受损	shou'sun
受胎	shou'tai
受胎率	shou'tai'lv
受体	shou'ti
受听	shou'ting
受痛	shou'tong
受托	shou'tuo
受托人	shou'tuo'eren
受托域	shou'tuo'yu
受完	shou'wan
受委屈	shou'wei'qu
受污	shou'wu
受洗	shou'xi
受限	shou'xian
受限语言	shou'xian'yu'yan
受刑	shou'xing
受驯	shou'xun
受训	shou'xun
受压	shou'ya
受淹	shou'yan
受邀	shou'yao
受药	shou'yao
受业	shou'ye
受抑	shou'yi
受益	shou'yi
受益匪浅	shou'yi'fei'qian
受益人	shou'yi'eren
受用	shou'yong
受用	shou'yong
受用不尽	shou'yong'bu'jin
受冤	shou'yuan
受援	shou'yuan
受援国	shou'yuan'guo
受怨	shou'yuan
受孕	shou'yun
受灾	shou'zai
受灾面	shou'zai'mian
受赠	shou'zeng
受者	shou'zhe
受之	shou'zhi
受之无愧	shou'zhi'wu'kui
受之有愧	shou'zhi'you'kui
受制	shou'zhi
受主	shou'zhu
受助	shou'zhu
受阻	shou'zu
受罪	shou'zui
受禅	shou'shan
瘦巴	shou'ba
瘦薄	shou'bo
瘦瘪	shou'bie
瘦长	shou'chang
瘦长瘦长	shou'chang'shou'chang
瘦成	shou'cheng
瘦点	shou'dian
瘦掉	shou'diao
瘦多	shou'duo
瘦高	shou'gao
瘦高瘦高	shou'gao'shou'gao
瘦高挑	shou'gao'tiao
瘦骨嶙峋	shou'gu'lin'xun
瘦刮刮	shou'gua'gua
瘦鬼	shou'gui
瘦猴	shou'hou
瘦黄	shou'huang
瘦精精	shou'jing'jing
瘦裤	shou'ku
瘦马	shou'ma
瘦嫩	shou'nen
瘦牛	shou'niu
瘦皮	shou'pi
瘦俏	shou'qiao
瘦人	shou'eren
瘦肉	shou'erou
瘦软	shou'eruan
瘦弱	shou'eruo
瘦瘦	shou'shou
瘦死	shou'si
瘦脱	shou'tuo
瘦西湖	shou'xi'hu
瘦削	shou'xue
瘦小	shou'xiao
瘦型	shou'xing
瘦于	shou'yu
瘦者	shou'zhe
瘦子	shou'zi
瘦瘠	shou'ji
兽病	shou'bing
兽场	shou'chang
兽防	shou'fang
兽骨	shou'gu
兽环	shou'huan
兽检	shou'jian
兽角	shou'jiao
兽聚鸟散	shou'ju'niao'san
兽坑	shou'keng
兽类	shou'lei
兽力	shou'li
兽力车	shou'li'che
兽笼	shou'long
兽毛	shou'mao
兽面	shou'mian
兽名	shou'ming
兽皮	shou'pi
兽肉	shou'erou
兽舍	shou'she
兽蹄	shou'ti
兽头	shou'tou
兽王	shou'wang
兽纹	shou'wen
兽像	shou'xiang
兽心	shou'xin
兽形	shou'xing
兽行	shou'xing
兽性	shou'xing
兽性化	shou'xing'hua
兽牙	shou'ya
兽药	shou'yao
兽医	shou'yi
兽医学	shou'yi'xue
兽医学家	shou'yi'xue'jia
兽疫	shou'yi
兽用	shou'yong
兽欲	shou'yu
蔬菜	shu'cai
蔬果	shu'guo
蔬类	shu'lei
蔬食	shu'shi
枢机	shu'ji
枢密	shu'mi
枢密使	shu'mi'shi
枢密院	shu'mi'yuan
枢纽	shu'niu
枢要	shu'yao
枢轴	shu'zhou
梳辫子	shu'bian'zi
梳遍	shu'bian
梳成	shu'cheng
梳齿	shu'chi
梳出	shu'chu
梳掉	shu'diao
梳剪	shu'jian
梳理	shu'li
梳柳	shu'liu
梳拢	shu'long
梳掠	shu'lue
梳毛	shu'mao
梳棉	shu'mian
梳弄	shu'nong
梳起	shu'qi
梳绒	shu'erong
梳梳头	shu'shu'tou
梳顺	shu'shun
梳头	shu'tou
梳洗	shu'xi
梳在	shu'zai
梳针	shu'zhen
梳织	shu'zhi
梳妆	shu'zhuang
梳妆打扮	shu'zhuang'da'ban
梳妆盒	shu'zhuang'he
梳妆台	shu'zhuang'tai
梳状	shu'zhuang
梳子	shu'zi
梳篦	shu'bi
梳髻	shu'ji
殊不知	shu'bu'zhi
殊多	shu'duo
殊非	shu'fei
殊丰	shu'feng
殊功	shu'gong
殊绝	shu'jue
殊礼	shu'li
殊难	shu'nan
殊念	shu'nian
殊荣	shu'erong
殊身轸念	shu'shen'zhen'nian
殊深	shu'shen
殊胜	shu'sheng
殊属	shu'shu
殊死	shu'si
殊死搏斗	shu'si'bo'dou
殊死战	shu'si'zhan
殊途	shu'tu
殊途同归	shu'tu'tong'gui
殊为	shu'wei
殊勋	shu'xun
殊异	shu'yi
殊遇	shu'yu
殊誉	shu'yu
抒发	shu'fa
抒愤	shu'fen
抒怀	shu'huai
抒情	shu'qing
抒情诗	shu'qing'shi
抒情文	shu'qing'wen
抒述	shu'shu
抒写	shu'xie
输财助边	shu'cai'zhu'bian
输出	shu'chu
输出程序	shu'chu'cheng'xu
输出断言	shu'chu'duan'yan
输出过程	shu'chu'guo'cheng
输出间隙	shu'chu'jian'xi
输出结果区	shu'chu'jie'guo'qu
输出设备	shu'chu'she'bei
输出数据	shu'chu'shu'ju
输出文件名	shu'chu'wen'jian'ming
输出子系统	shu'chu'zi'xi'tong
输出阻抗	shu'chu'zu'kang
输错	shu'cuo
输到	shu'dao
输电	shu'dian
输电网	shu'dian'wang
输掉	shu'diao
输定	shu'ding
输队	shu'dui
输多	shu'duo
输法	shu'fa
输肥	shu'fei
输分	shu'fen
输氟	shu'fu
输给	shu'gei
输光	shu'guang
输后	shu'hou
输回	shu'hui
输急	shu'ji
输家	shu'jia
输将	shu'jiang
输进	shu'jin
输精管	shu'jing'guan
输净	shu'jing
输局	shu'ju
输捐	shu'juan
输来	shu'lai
输理	shu'li
输卵管	shu'luan'guan
输煤	shu'mei
输美	shu'mei
输名	shu'ming
输纳	shu'na
输尿管	shu'niao'guan
输欧	shu'ou
输牌	shu'pai
输棋	shu'qi
输气	shu'qi
输钱	shu'qian
输前	shu'qian
输球	shu'qiu
输去	shu'qu
输人	shu'eren
输入	shu'eru
输入保护	shu'eru'bao'hu
输入标号区	shu'eru'biao'hao'qu
输入程序	shu'eru'cheng'xu
输入错误	shu'eru'cuo'wu
输入单元	shu'eru'dan'yuan
输入断言	shu'eru'duan'yan
输入法	shu'eru'fa
输入法信息	shu'eru'fa'xin'xi
输入过程	shu'eru'guo'cheng
输入寄存器	shu'eru'ji'cun'qi
输入记录	shu'eru'ji'lu
输入流	shu'eru'liu
输入设备	shu'eru'she'bei
输入输出	shu'eru'shu'chu
输入数据	shu'eru'shu'ju
输入行	shu'eru'hang
输入子系统	shu'eru'zi'xi'tong
输砂	shu'sha
输沙	shu'sha
输纱	shu'sha
输上	shu'shang
输少	shu'shao
输时	shu'shi
输输血	shu'shu'xue
输输液	shu'shu'ye
输水	shu'shui
输送	shu'song
输酸	shu'suan
输完	shu'wan
输往	shu'wang
输我	shu'wo
输下	shu'xia
输向	shu'xiang
输血	shu'xue
输氧	shu'yang
输药	shu'yao
输液	shu'ye
输赢	shu'ying
输油	shu'you
输油泵	shu'you'beng
输油管	shu'you'guan
输于	shu'yu
输与赢	shu'yu'ying
输运	shu'yun
输在	shu'zai
输者	shu'zhe
输纸	shu'zhi
输志	shu'zhi
输至	shu'zhi
输嘴	shu'zui
叔伯	shu'bai
叔父	shu'fu
叔公	shu'gong
叔母	shu'mu
叔婆	shu'po
叔齐	shu'qi
叔婶	shu'shen
叔叔	shu'shu
叔丈	shu'zhang
叔侄	shu'zhi
叔子	shu'zi
叔祖	shu'zu
叔祖母	shu'zu'mu
舒臂	shu'bi
舒伯特	shu'bo'te
舒畅	shu'chang
舒城	shu'cheng
舒达宁	shu'da'ning
舒放	shu'fang
舒肤佳	shu'fu'jia
舒服	shu'fu
舒怀	shu'huai
舒缓	shu'huan
舒解	shu'jie
舒筋	shu'jin
舒筋活血	shu'jin'huo'xue
舒卷	shu'juan
舒快	shu'kuai
舒兰	shu'lan
舒朗	shu'lang
舒敛	shu'lian
舒络	shu'luo
舒眉	shu'mei
舒眉展眼	shu'mei'zhan'yan
舒气	shu'qi
舒散	shu'san
舒声	shu'sheng
舒适	shu'shi
舒舒服服	shu'shu'fu'fu
舒舒坦坦	shu'shu'tan'tan
舒爽	shu'shuang
舒松	shu'song
舒泰	shu'tai
舒坦	shu'tan
舒帖	shu'tie
舒头探脑	shu'tou'tan'nao
舒心	shu'xin
舒徐	shu'xu
舒意	shu'yi
舒展	shu'zhan
舒张	shu'zhang
舒奏	shu'zou
淑静	shu'jing
淑女	shu'nv
疏不间亲	shu'bu'jian'qin
疏财仗义	shu'cai'zhang'yi
疏处	shu'chu
疏淡	shu'dan
疏导	shu'dao
疏导员	shu'dao'yuan
疏堵	shu'du
疏伐	shu'fa
疏放	shu'fang
疏附	shu'fu
疏肝	shu'gan
疏港	shu'gang
疏隔	shu'ge
疏沟	shu'gou
疏管	shu'guan
疏后	shu'hou
疏忽	shu'hu
疏缓	shu'huan
疏黄	shu'huang
疏剪	shu'jian
疏解	shu'jie
疏浚	shu'jun
疏狂	shu'kuang
疏旷	shu'kuang
疏阔	shu'kuo
疏懒	shu'lan
疏朗	shu'lang
疏勒	shu'le
疏勒河	shu'le'he
疏冷	shu'leng
疏离	shu'li
疏理	shu'li
疏林	shu'lin
疏漏	shu'lou
疏落	shu'luo
疏络	shu'luo
疏密	shu'mi
疏苗	shu'miao
疏目	shu'mu
疏排	shu'pai
疏浅	shu'qian
疏软	shu'eruan
疏散	shu'san
疏神	shu'shen
疏失	shu'shi
疏时	shu'shi
疏疏落落	shu'shu'luo'luo
疏疏苗	shu'shu'miao
疏水	shu'shui
疏松	shu'song
疏通	shu'tong
疏土	shu'tu
疏脱	shu'tuo
疏挖	shu'wa
疏为不漏	shu'wei'bu'lou
疏懈	shu'xie
疏影	shu'ying
疏淤	shu'yu
疏于	shu'yu
疏羽	shu'yu
疏远	shu'yuan
疏运	shu'yun
疏凿	shu'zao
疏者	shu'zhe
疏枝	shu'zhi
疏滞	shu'zhi
疏宕	shu'dang
书案	shu'an
书包	shu'bao
书包带	shu'bao'dai
书报	shu'bao
书报费	shu'bao'fei
书报刊	shu'bao'kan
书背	shu'bei
书本	shu'ben
书笔	shu'bi
书边	shu'bian
书不尽言	shu'bu'jin'yan
书册	shu'ce
书茶馆	shu'cha'guan
书场	shu'chang
书潮	shu'chao
书城	shu'cheng
书呈	shu'cheng
书痴	shu'chi
书虫	shu'chong
书橱	shu'chu
书呆子	shu'dai'zi
书袋	shu'dai
书单	shu'dan
书道	shu'dao
书德	shu'de
书店	shu'dian
书段	shu'duan
书堆	shu'dui
书多	shu'duo
书法	shu'fa
书法家	shu'fa'jia
书贩	shu'fan
书坊	shu'fang
书房	shu'fang
书费	shu'fei
书稿	shu'gao
书鼓	shu'gu
书馆	shu'guan
书柜	shu'gui
书贵	shu'gui
书海	shu'hai
书函	shu'han
书翰	shu'han
书好	shu'hao
书号	shu'hao
书厚	shu'hou
书后	shu'hou
书画	shu'hua
书画社	shu'hua'she
书画院	shu'hua'yuan
书画展	shu'hua'zhan
书话	shu'hua
书会	shu'hui
书魂	shu'hun
书籍	shu'ji
书脊	shu'ji
书记	shu'ji
书记处	shu'ji'chu
书记官	shu'ji'guan
书记员	shu'ji'yuan
书夹	shu'jia
书家	shu'jia
书贾	shu'gu
书价	shu'jia
书架	shu'jia
书间	shu'jian
书简	shu'jian
书角	shu'jiao
书界	shu'jie
书禁	shu'jin
书尽	shu'jin
书经	shu'jing
书旧	shu'jiu
书局	shu'ju
书卷	shu'juan
书卷气	shu'juan'qi
书卡	shu'ka
书刊	shu'kan
书壳	shu'ke
书刻	shu'ke
书口	shu'kou
书库	shu'ku
书款	shu'kuan
书廊	shu'lang
书类	shu'lei
书里	shu'li
书吏	shu'li
书联	shu'lian
书林	shu'lin
书楼	shu'lou
书录	shu'lu
书眉	shu'mei
书迷	shu'mi
书面	shu'mian
书面竞价	shu'mian'jing'jia
书面语	shu'mian'yu
书名	shu'ming
书名号	shu'ming'hao
书末	shu'mo
书目	shu'mu
书内	shu'nei
书奴	shu'nu
书棚	shu'peng
书皮	shu'pi
书票	shu'piao
书品	shu'pin
书评	shu'ping
书铺	shu'pu
书谱	shu'pu
书启	shu'qi
书契	shu'qi
书签	shu'qian
书签定义	shu'qian'ding'yi
书前	shu'qian
书墙	shu'qiang
书情	shu'qing
书山	shu'shan
书商	shu'shang
书上	shu'shang
书少	shu'shao
书社	shu'she
书声	shu'sheng
书声琅琅	shu'sheng'lang'lang
书生	shu'sheng
书生气	shu'sheng'qi
书生气十足	shu'sheng'qi'shi'zu
书生意气	shu'sheng'yi'qi
书圣	shu'sheng
书史	shu'shi
书市	shu'shi
书室	shu'shi
书肆	shu'si
书摊	shu'tan
书坛	shu'tan
书套	shu'tao
书体	shu'ti
书厅	shu'ting
书亭	shu'ting
书童	shu'tong
书味	shu'wei
书屋	shu'wu
书物	shu'wu
书下	shu'xia
书香	shu'xiang
书香门第	shu'xiang'men'di
书箱	shu'xiang
书写	shu'xie
书写器	shu'xie'qi
书新	shu'xin
书信	shu'xin
书讯	shu'xun
书页	shu'ye
书艺	shu'yi
书影	shu'ying
书友	shu'you
书鱼	shu'yu
书园	shu'yuan
书源	shu'yuan
书缘	shu'yuan
书苑	shu'yuan
书院	shu'yuan
书赠	shu'zeng
书札	shu'zha
书摘	shu'zhai
书斋	shu'zhai
书展	shu'zhan
书站	shu'zhan
书证	shu'zheng
书种	shu'zhong
书主	shu'zhu
书撰	shu'zhuan
书桌	shu'zhuo
书塾	shu'shu
书帙	shu'zhi
书扉	shu'fei
书瘾	shu'yin
书蠹	shu'du
赎出	shu'chu
赎当	shu'dang
赎回	shu'hui
赎金	shu'jin
赎救	shu'jiu
赎款	shu'kuan
赎买	shu'mai
赎卖	shu'mai
赎命	shu'ming
赎身	shu'shen
赎刑	shu'xing
赎罪	shu'zui
孰不可忍	shu'bu'ke'eren
孰料	shu'liao
孰能	shu'neng
孰能无过	shu'neng'wu'guo
孰强孰弱	shu'qiang'shu'eruo
孰人	shu'eren
孰若	shu'eruo
孰优孰劣	shu'you'shu'lie
孰知	shu'zhi
熟背	shu'bei
熟菜	shu'cai
熟成	shu'cheng
熟道	shu'dao
熟地	shu'di
熟读	shu'du
熟睹	shu'du
熟多	shu'duo
熟饭	shu'fan
熟瓜	shu'gua
熟惯	shu'guan
熟果	shu'guo
熟后	shu'hou
熟化	shu'hua
熟荒	shu'huang
熟荒地	shu'huang'di
熟货	shu'huo
熟极	shu'ji
熟记	shu'ji
熟见	shu'jian
熟客	shu'ke
熟练	shu'lian
熟练工	shu'lian'gong
熟练技术	shu'lian'ji'shu
熟练熟练	shu'lian'shu'lian
熟练性	shu'lian'xing
熟料	shu'liao
熟路	shu'lu
熟虑	shu'lv
熟眠	shu'mian
熟能生巧	shu'neng'sheng'qiao
熟年	shu'nian
熟皮	shu'pi
熟期	shu'qi
熟漆	shu'qi
熟人	shu'eren
熟肉	shu'erou
熟石膏	shu'shi'gao
熟石灰	shu'shi'hui
熟时	shu'shi
熟食	shu'shi
熟识	shu'shi
熟视无睹	shu'shi'wu'du
熟手	shu'shou
熟睡	shu'shui
熟思	shu'si
熟炭	shu'tan
熟铁	shu'tie
熟透	shu'tou
熟土	shu'tu
熟魏生张	shu'wei'sheng'zhang
熟悉	shu'xi
熟习	shu'xi
熟橡胶	shu'xiang'jiao
熟友	shu'you
熟语	shu'yu
熟枣	shu'zao
熟知	shu'zhi
熟制	shu'zhi
熟字	shu'zi
熟谙	shu'an
熟稔	shu'eren
薯菜	shu'cai
薯地	shu'di
薯干	shu'gan
薯茎	shu'jing
薯块	shu'kuai
薯类	shu'lei
薯粮	shu'liang
薯面	shu'mian
薯片	shu'pian
薯丝	shu'si
薯条	shu'tiao
薯形	shu'xing
薯芋	shu'yu
薯渣	shu'zha
薯种	shu'zhong
薯莨	shu'liang
薯蓣	shu'yu
暑茶	shu'cha
暑伏	shu'fu
暑旱	shu'han
暑季	shu'ji
暑假	shu'jia
暑期	shu'qi
暑气	shu'qi
暑情	shu'qing
暑热	shu'ere
暑日	shu'eri
暑天	shu'tian
暑瘟	shu'wen
暑夏	shu'xia
暑休	shu'xiu
暑意	shu'yi
暑运	shu'yun
曙光	shu'guang
曙色	shu'se
署长	shu'zhang
署款	shu'kuan
署理	shu'li
署名	shu'ming
署内	shu'nei
署上	shu'shang
署有	shu'you
蜀兵	shu'bing
蜀布	shu'bu
蜀道	shu'dao
蜀地	shu'di
蜀汉	shu'han
蜀将	shu'jiang
蜀锦	shu'jin
蜀军	shu'jun
蜀郡	shu'jun
蜀葵	shu'kui
蜀门	shu'men
蜀犬吠日	shu'quan'fei'eri
蜀黍	shu'shu
蜀文化	shu'wen'hua
蜀绣	shu'xiu
蜀中无大将	shu'zhong'wu'da'jiang
黍豆	shu'dou
黍米	shu'mi
黍苗	shu'miao
黍粟	shu'su
黍子	shu'zi
黍稷	shu'ji
鼠辈	shu'bei
鼠标	shu'biao
鼠标端口	shu'biao'duan'kou
鼠标键	shu'biao'jian
鼠标器	shu'biao'qi
鼠虫	shu'chong
鼠疮	shu'chuang
鼠窜	shu'cuan
鼠窜狼奔	shu'cuan'lang'ben
鼠胆	shu'dan
鼠洞	shu'dong
鼠肚鸡肠	shu'du'ji'chang
鼠脯	shu'fu
鼠腹鸡肠	shu'fu'ji'chang
鼠肝	shu'gan
鼠肝虫臂	shu'gan'chong'bi
鼠害	shu'hai
鼠耗	shu'hao
鼠患	shu'huan
鼠技	shu'ji
鼠夹	shu'jia
鼠口	shu'kou
鼠窟	shu'ku
鼠类	shu'lei
鼠笼式	shu'long'shi
鼠目	shu'mu
鼠目寸光	shu'mu'cun'guang
鼠脑	shu'nao
鼠年	shu'nian
鼠尿	shu'niao
鼠皮	shu'pi
鼠凭社贵	shu'ping'she'gui
鼠窃	shu'qie
鼠窃狗盗	shu'qie'gou'dao
鼠情	shu'qing
鼠曲草	shu'qu'cao
鼠雀	shu'que
鼠肉	shu'erou
鼠肾	shu'shen
鼠食	shu'shi
鼠首偾事	shu'shou'fen'shi
鼠头	shu'tou
鼠兔	shu'tu
鼠尾	shu'wei
鼠胃	shu'wei
鼠形	shu'xing
鼠穴	shu'xue
鼠牙	shu'ya
鼠牙雀角	shu'ya'que'jiao
鼠眼	shu'yan
鼠药	shu'yao
鼠疫	shu'yi
鼠源	shu'yuan
鼠灾	shu'zai
鼠脂	shu'zhi
鼠仔	shu'zai
鼠子	shu'zi
鼠族	shu'zu
鼠蹊	shu'xi
属草	shu'cao
属地	shu'di
属概念	shu'gai'nian
属狗	shu'gou
属国	shu'guo
属猴	shu'hou
属虎	shu'hu
属鸡	shu'ji
属间	shu'jian
属金	shu'jin
属类	shu'lei
属吏	shu'li
属僚	shu'liao
属龙	shu'long
属马	shu'ma
属毛离里	shu'mao'li'li
属民	shu'min
属目	shu'mu
属牛	shu'niu
属啥	shu'sha
属实	shu'shi
属鼠	shu'shu
属谁	shu'shei
属水	shu'shui
属土	shu'tu
属兔	shu'tu
属我	shu'wo
属系	shu'xi
属下	shu'xia
属县	shu'xian
属相	shu'xiang
属项	shu'xiang
属性	shu'xing
属羊	shu'yang
属阳	shu'yang
属意	zhu'yi
属于	shu'yu
属垣有耳	zhu'yuan'you'er
属员	shu'yuan
属种	shu'zhong
属猪	shu'zhu
术程	shu'cheng
术后	shu'hou
术家	shu'jia
术科	shu'ke
术前	shu'qian
术士	shu'shi
术数	shu'shu
术业	shu'ye
术语	shu'yu
术中	shu'zhong
述哀	shu'ai
述而不作	shu'er'bu'zuo
述怀	shu'huai
述及	shu'ji
述尽	shu'jin
述林	shu'lin
述论	shu'lun
述评	shu'ping
述起	shu'qi
述情	shu'qing
述史	shu'shi
述事	shu'shi
述说	shu'shuo
述写	shu'xie
述要	shu'yao
述语	shu'yu
述职	shu'zhi
述志	shu'zhi
树矮	shu'ai
树碑	shu'bei
树碑立传	shu'bei'li'zhuan
树边	shu'bian
树才	shu'cai
树草	shu'cao
树成	shu'cheng
树丛	shu'cong
树粗	shu'cu
树大根深	shu'da'gen'shen
树大招风	shu'da'zhao'feng
树倒猢狲散	shu'dao'hu'sun'san
树敌	shu'di
树底	shu'di
树典型	shu'dian'xing
树顶	shu'ding
树东	shu'dong
树洞	shu'dong
树端	shu'duan
树段	shu'duan
树墩	shu'dun
树多	shu'duo
树蜂	shu'feng
树缝	shu'feng
树干	shu'gan
树高	shu'gao
树疙瘩	shu'ge'da
树根	shu'gen
树挂	shu'gua
树冠	shu'guan
树棍	shu'gun
树海	shu'hai
树间	shu'jian
树胶	shu'jiao
树径	shu'jing
树棵子	shu'ke'zi
树坑	shu'keng
树款	shu'kuan
树懒	shu'lan
树牢	shu'lao
树篱	shu'li
树立	shu'li
树林	shu'lin
树龄	shu'ling
树绿	shu'lv
树苗	shu'miao
树名	shu'ming
树木	shu'mu
树挪死	shu'nuo'si
树牌	shu'pai
树旁	shu'pang
树篷	shu'peng
树皮	shu'pi
树圃	shu'pu
树旗	shu'qi
树起	shu'qi
树前	shu'qian
树人	shu'eren
树上	shu'shang
树梢	shu'shao
树身	shu'shen
树树	shu'shu
树搜索	shu'sou'suo
树他	shu'ta
树体	shu'ti
树突	shu'tu
树蛙	shu'wa
树外	shu'wai
树王	shu'wang
树为	shu'wei
树纹	shu'wen
树我	shu'wo
树稀	shu'xi
树系	shu'xi
树下	shu'xia
树小	shu'xiao
树形	shu'xing
树形网络	shu'xing'wang'luo
树穴	shu'xue
树丫	shu'ya
树芽	shu'ya
树叶	shu'ye
树液	shu'ye
树阴	shu'yin
树阴凉	shu'yin'liang
树影	shu'ying
树有皮	shu'you'pi
树欲静而风不止	shu'yu'jing'er'feng'bu'zhi
树葬	shu'zang
树障	shu'zhang
树枝	shu'zhi
树脂	shu'zhi
树直	shu'zhi
树中	shu'zhong
树种	shu'zhong
树桩	shu'zhuang
树姿	shu'zi
树籽	shu'zi
树子	shu'zi
树蔸	shu'dou
树杈	shu'cha
束柴	shu'chai
束带	shu'dai
束发	shu'fa
束缚	shu'fu
束紧	shu'jin
束流	shu'liu
束鹿	shu'lu
束马悬车	shu'ma'xuan'che
束射管	shu'she'guan
束身	shu'shen
束手	shu'shou
束手待毙	shu'shou'dai'bi
束手就擒	shu'shou'jiu'qin
束手束脚	shu'shou'shu'jiao
束手无策	shu'shou'wu'ce
束狭	shu'xia
束胸	shu'xiong
束修	shu'xiu
束腰	shu'yao
束在	shu'zai
束之高阁	shu'zhi'gao'ge
束住	shu'zhu
束装	shu'zhuang
束装就道	shu'zhuang'jiu'dao
束状	shu'zhuang
戍边	shu'bian
戍醇	shu'chun
戍楼	shu'lou
戍守	shu'shou
戍卒	shu'zu
竖版	shu'ban
竖比	shu'bi
竖标	shu'biao
竖吹	shu'chui
竖打	shu'da
竖笛	shu'di
竖读	shu'du
竖耳	shu'er
竖放	shu'fang
竖幅	shu'fu
竖杆	shu'gan
竖挂	shu'gua
竖罐	shu'guan
竖棍	shu'gun
竖井	shu'jing
竖靠	shu'kao
竖刻	shu'ke
竖立	shu'li
竖抹	shu'mo
竖排	shu'pai
竖牌	shu'pai
竖片	shu'pian
竖瓶	shu'ping
竖起	shu'qi
竖瞧	shu'qiao
竖琴	shu'qin
竖式	shu'shi
竖条	shu'tiao
竖纹	shu'wen
竖线	shu'xian
竖向	shu'xiang
竖写	shu'xie
竖行	shu'hang
竖穴	shu'xue
竖眼	shu'yan
竖有	shu'you
竖在	shu'zai
竖直	shu'zhi
竖直条	shu'zhi'tiao
竖转	shu'zhuan
竖着	shu'zhe
竖子成名	shu'zi'cheng'ming
竖匾	shu'bian
竖蜻蜓	shu'qing'ting
庶几	shu'ji
庶民	shu'min
庶母	shu'mu
庶人	shu'eren
庶物崇拜	shu'wu'chong'bai
庶务	shu'wu
庶子	shu'zi
庶族	shu'zu
数把	shu'ba
数白道黑	shu'bai'dao'hei
数白论黄	shu'bai'lun'huang
数包	shu'bao
数杯	shu'bei
数倍	shu'bei
数本	shu'ben
数笔	shu'bi
数遍	shu'bian
数表	shu'biao
数病	shu'bing
数不来	shu'bu'lai
数不清	shu'bu'qing
数不上	shu'bu'shang
数不胜数	shu'bu'sheng'shu
数不完	shu'bu'wan
数不着	shu'bu'zhao
数步	shu'bu
数部	shu'bu
数册	shu'ce
数层	shu'ceng
数场	shu'chang
数车	shu'che
数城	shu'cheng
数尺	shu'chi
数出	shu'chu
数处	shu'chu
数幢	shu'zhuang
数锤	shu'chui
数词	shu'ci
数次	shu'ci
数村	shu'cun
数大	shu'da
数代	shu'dai
数弹	shu'dan
数蛋	shu'dan
数刀	shu'dao
数到	shu'dao
数道	shu'dao
数得上	shu'de'shang
数得着	shu'de'zhao
数滴	shu'di
数第一	shu'di'yi
数点	shu'dian
数典忘祖	shu'dian'wang'zu
数碟	shu'die
数冬瓜	shu'dong'gua
